#Gene product	SG1-2015-06-1	SG1-N-2013-04-2	SG1-2015-06-3	SG1-2015-06-2	SG1-2015-06-5	SG1-2015-06-4	SG1-N-2013-04-4	SG1-N-2013-04-3	SG1-N-2013-04-1	SG1-N-2017-02-5	SG1-N-2017-02-1	SG1-N-2017-02-2	SG1-N-2015-12-1	SG1-N-2015-12-3	SG1-N-2013-04-5	SG1-N-2015-12-5	SG1-N-2015-12-4	SG1-2014-09-5	SG1-2014-09-4	SG1-2014-09-1	SG1-2014-09-3	SG1-2014-09-2	SG1-N-2017-02-3	SG1-N-2015-12-2	SG1-2017-02-5	SG1-2017-02-4	SG1-2017-02-3	SG1-2017-02-2	SG1-2017-02-1	SG1-2016-02-1	SG1-2016-02-2	SG1-2016-02-3	SG1-2016-02-4	SG1-2016-02-5	SG1-N-2017-02-4
Cell division protein CrgA	0.225672	2.00888	0.798448	0.71608	0.781477	0.758264	1.04727	1.19301	1.82079	1.21386	0.730914	0.521719	1.4633	0.545679	0.252754	3.02052	2.37422	0.976676	0.800806	1.55181	0.995869	0.752581	2.15876	1.04567	2.07797	3.79027	0.601097	0.82096	2.15263	5.83681	2.95757	3.75842	2.84266	1.8234	0.192772
Manganese transport system membrane protein MntB	5.449394	5.143504	5.644936	3.106773	3.066497	2.5441	23.3968105	6.393814	5.000352	4.714271	7.241425	3.08553	7.170035	9.0900885	5.2014549	11.2903466	21.136101	2.272792	3.722487	1.531061	2.698551	7.051778	1.132967	5.683435	5.844443	20.9776878	19.443553	12.043895	24.780569	26.6479848	13.648395	6.092682	15.8612936	15.247927	5.710719
L-ascorbate-6-phosphate lactonase UlaG	0.0	0.664264	0.0	0.0	0.0	0.407072	0.697831	0.0	0.360014	0.0	0.244808	0.0	1.36472	2.46489	0.418773	0.0	1.81783	0.399075	1.993612	0.0	1.35141	0.0	0.0	0.0	1.67187	10.2952	1.36216	2.226526	4.37178	0.0	0.0	0.0	0.733185	0.0	0.0
6-hydroxy-D-nicotine oxidase	107.0302094	66.8811728	44.8044261	61.2788227	55.9373384	49.0426398	72.096226	69.991755	66.0670035	63.9388561	125.3086996	75.1938064	60.983711	71.3573675	72.187867	95.068638	61.9953691	79.22641	43.360966	83.1587617	46.8934824	53.23905652	80.0112434	82.617515	93.0673299	73.7183276	95.149921	124.721427	101.4413692	48.9241974	66.601534	76.4692402	69.7930078	56.7190881	87.2505366
Thioredoxin-dependent 5'-adenylylsulfate reductase	0.0	3.2948	0.0	0.0	0.0	0.0	11.55318	7.889566	1.48601	0.205361	9.42757	0.119181	1.990292	0.161507	1.961471	0.276179	0.244858	0.0	0.334903	0.0	0.19598	0.827511	0.244503	0.395133	1.57067	0.0860044	1.29952	0.294195	0.519168	0.0	0.391857	0.308915	0.421695	1.097876	0.0
ATP-dependent Clp protease adapter protein ClpS 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.276008	0.0	0.0	0.0	0.0	0.345947	2.07458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.972048	0.18903	0.0	0.325875	5.52753	0.371274	0.0	0.602603	2.05726	0.39792
E3 ubiquitin-protein ligase SspH1	1.37336	2.53051	1.27744	1.03685	1.09476	1.10912	1.62148	1.28573	2.6843	3.12476	3.09122	2.41548	3.47884	4.06898	1.29054	3.2646	4.61333	0.648883	0.84939	1.0882	0.888348	0.503101	2.65782	2.09326	0.856935	0.588981	0.841481	0.935955	0.731055	1.11085	1.57959	1.75132	4.05102	1.15891	2.02149
DNA base-flipping protein	135.314011	111.4495781	125.8324803	94.5142952	120.0061327	99.3749843	76.9307589	75.672146	83.4337526	211.099713	129.8839065	83.1413673	131.6403703	159.1951585	101.7904808	178.969387	140.2626026	102.519586	103.9533905	94.4451921	109.8514989	104.7753767	111.268224	119.4014018	97.3615473	125.03627313	110.3826963	147.0119793	112.1376116	144.577097	212.639605	181.2826152	175.307429	166.8574584	95.2808694
Integration host factor subunit beta	0.374924	1.9396649	2.702652	1.1194692	2.2628192	1.4562354	5.433571	3.8956463	2.1534775	2.7665538	6.8423615	1.44486	4.693164	4.8708538	1.837507	12.742683	5.354146	1.0548594	2.279193	2.4136566	3.164609	0.8225871	4.162808	2.588514	4.593492	11.057856	13.065174	4.234384	6.265903	4.446276	11.768679	5.741008	12.547547	12.639765	4.159775
N-acetylmuramoyl-L-alanine amidase LytC	14.2329354	59.972783	54.0515048	74.9489986	51.87369	47.484853	55.222595	51.1988123	56.8789524	47.9199445	27.0224056	48.560312	77.969822	40.2770673	18.387325	97.0735682	90.2427997	27.1951835	32.051994	39.544994	25.2833801	31.28075474	63.1269639	61.0589294	46.2855385	97.3853031	15.3618415	31.3065149	56.661926	191.063768	66.0234819	106.31839328	67.8312569	64.3696318	24.1521763
Replicative DNA helicase	97.339863	127.2455867	200.6534482	192.3627902	158.2332517	172.2921356	99.4359117	95.5953237	120.7529194	132.131934	168.7724776	114.7069099	159.5133907	156.2354837	114.148383	158.673756	162.933407	136.3739439	94.8963067	116.536606	85.5486174	145.6969141	162.5527153	195.0754721	115.7664687	118.219238	148.369232	119.97369	142.1513237	198.9237695	170.0539463	172.7585515	153.868094	168.2839063	100.0103147
Catabolic NAD-specific glutamate dehydrogenase RocG	0.813348	10.814207	4.072033	0.9559193	4.498045	5.353605	9.498981	9.868445	9.912653	4.014045	6.1690752	3.477478	12.4384097	7.25266	5.613315	4.229195	5.800507	1.152401	4.097313	3.5436264	3.403128	2.112416	3.0091203	4.260706	2.245766	6.559321	4.42542	4.347664	8.603408	2.959272	7.24633	1.577105	4.432983	5.633581	6.525337
Iron uptake system component EfeO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133606	9.29087	0.255192	0.0	7.35731	0.0	0.0	1.8701	0.0	0.174017	0.0
putative nitrate transporter NarT	107.2765271	110.3795823	117.8554863	182.1654573	121.6261728	113.0763833	113.5109027	95.6411823	98.8003879	109.1329869	84.6589301	151.991519	155.695757	135.20162	77.977522	117.8018933	94.4787723	94.6606746	80.5687625	109.5075426	64.9343991	83.18511	126.077421	169.8399117	63.1366467	46.0618166	54.7198353	143.6734295	89.0052829	61.9583078	80.0606172	63.2948934	61.8673863	85.6297445	86.9722367
Putative phosphoserine phosphatase 2	30.7784364	42.3025145	62.0614806	47.1825686	51.7875778	52.0000907	40.908428	48.4842716	35.9895836	83.446897	78.280659	41.8289507	67.3861276	62.5924265	45.1666265	65.0169713	74.52491	32.148435	49.6974372	33.1465884	43.1727511	60.4938598	47.27981	51.0489431	57.425791	52.1628721	58.00394	61.8358567	51.262217	74.2169154	85.1660855	83.4832132	63.6626526	76.7438852	43.949318
endonuclease 4	225.9540346	197.0153838	135.5924873	171.0931634	164.3662017	170.8493615	244.87896131	208.5779968	188.6350509	137.06826961	105.9149617	164.1797168	190.794832	177.5578078	236.63041922	101.9527691	114.36484942	245.4597345	133.1312323	254.9107287	124.229213	196.6272006	135.2506365	182.98618165	90.7447307	97.4664798	76.8067301	136.028107	114.0422668	76.4658756	89.3618952	65.6317052	85.653269	67.01735653	128.50187139
ATP-dependent protease ATPase subunit HslU	11.432841	27.3829292	33.731903	40.094244	39.3813501	34.7858787	22.7852045	22.339738	28.6739941	22.23168	21.9436459	23.069498	39.5240101	27.1094404	21.9200897	29.794594	29.237845	22.6898631	19.4168348	33.973079	19.1466589	20.8808784	28.5010272	18.0538167	14.934496	18.2342587	15.829974	13.321367	15.1970683	13.917096	32.949719	21.4369547	27.147247	27.918754	17.1381999
Outer membrane lipoprotein BfpB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.526485	0.0	6.50657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p-aminobenzoyl-glutamate hydrolase subunit B	143.0245337	66.7928238	49.772102	77.0137569	71.5594679	73.2193497	83.631441	61.7081343	71.3972627	49.6381885	39.8849559	46.9209388	59.6184508	51.0762824	63.879581	63.4932374	50.5324246	94.2850566	50.6686322	107.041835	43.0669007	89.0674196	58.2760994	43.1615553	50.2835741	50.612819	38.3815333	37.516674	45.9111053	38.7062848	45.8030036	51.1342285	36.1553136	44.6867889	34.2797646
p-aminobenzoyl-glutamate hydrolase subunit A	96.2430398	45.034053	34.920492	37.578606	50.470482	65.2622704	59.441154	56.2265242	40.6712227	31.816197	24.951442	42.124964	38.415326	29.0550374	75.207812	25.6719939	28.875814	72.995063	65.102557	93.7344313	49.7502944	62.2036519	37.8924862	31.2971471	34.243068	38.4441294	50.530826	25.9822092	49.423785	20.2225277	18.4980555	46.217859	23.382286	23.769536	19.857699
Threonine--tRNA ligase	77.842828	119.190442	107.1541769	115.4470922	108.8527714	109.0342419	147.7634084	142.3635178	128.9530478	74.461228	77.0376211	150.4838312	163.1663481	138.9112468	97.8456608	107.8775452	101.266728	67.739623	109.2359116	92.985126	94.9899286	97.9790903	135.251768	147.9737206	97.5029179	110.8004375	97.405009	102.972328	149.3182814	102.8080935	90.102064	62.9372973	71.6708786	90.5968464	146.807019
Serine/threonine-protein kinase PknL	19.6327311	40.1639723	41.222613	39.032944	32.807422	42.993194	55.1136752	45.4279222	37.554641	38.8879156	44.619834	46.256873	55.785647	60.976793	30.249505	52.828633	37.767621	21.174281	27.1880562	31.3181747	22.2567025	20.275931	50.2163972	58.4337507	44.2427724	42.6917469	43.3561697	54.3588514	42.0024722	34.6919853	70.6857035	24.2472638	51.5286121	37.8137027	73.4385509
Glutamyl-tRNA reductase	428.4427104	326.0788978	272.9881267	314.2122704	308.5034889	300.633259	309.7244005	282.1327131	324.7995446	182.43456611	211.2337068	259.6697004	244.410463	225.4829147	308.5994424	229.0812449	213.634385	286.0246896	212.9676712	286.4745545	182.3088327	333.8661171	258.3461925	244.59413712	205.4531383	240.3703712	247.1668967	307.8176411	279.4546966	164.7200384	245.5298694	202.3321051	201.4244722	199.9683247	181.96504939
Serine/threonine-protein kinase PknH	2.770784	5.97005	3.28304	3.769715	4.258581	4.417064	6.016413	6.485124	6.336773	5.897667	5.844448	5.015989	6.878469	6.269666	3.87884	8.70093	8.123273	2.23356	2.214382	5.208708	1.7676828	2.418324	5.5324498	5.7212656	3.485362	5.029139	2.654937	3.8556875	3.352427	7.020713	8.4323269	6.241457	8.753873	3.748952	4.6182682
Serine/threonine-protein kinase PknK	6.2188673	34.833822	3.064537	3.343939	4.2574525	4.727898	3.663404	3.876317	35.0813095	5.997469	5.9651739	6.150339	8.091466	7.471675	10.884624	7.271677	5.857518	1.2555	2.258533	2.7088497	2.24193	1.2689579	5.116841	5.859966	3.12005	2.825771	3.436975	8.540507	12.073699	1.8226344	5.56766	2.607206	6.483424	3.924227	8.1816073
Serine/threonine-protein kinase PknJ	7.65899	13.185068	5.512445	4.655995	6.615628	8.314239	4.62163	4.983001	9.26495	9.198053	7.4610849	7.103286	8.611925	8.781558	9.080842	9.560859	11.575789	5.25521	5.161972	5.442753	3.892989	6.094033	9.4101982	5.78417	4.88612	7.068093	6.043577	10.29456	5.321817	2.246693	3.984172	3.455987	9.203179	6.2383889	6.00077
Serine/threonine-protein kinase PknE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05109	0.95845	1.99061	0.0	1.65593	1.09417	0.0	3.68143	3.75196	0.887795	1.19818
Serine/threonine-protein kinase PknD	5.475954	15.072467	9.619887	10.943745	9.017634	8.189566	4.404066	4.1012191	13.4443031	10.344333	9.4776138	7.739692	11.623726	9.720677	3.3213191	7.4382115	12.536746	6.227155	3.1573859	8.098876	3.003088	5.1344551	7.0667768	6.911614	4.2866546	9.6709484	7.8915557	3.5017193	4.6510171	13.103762	8.5569993	9.171953	10.8918897	5.567039	6.4308858
Serine/threonine-protein kinase PknF	3.829836	5.418669	4.242492	4.374012	4.791236	4.191358	3.102735	2.129901	6.036983	8.2621664	6.466118	6.258441	8.721531	9.098162	3.146827	9.011787	9.093559	2.039754	3.375136	3.23797	3.264619	2.865749	7.348828	5.447922	5.594327	2.925089	2.921743	2.749745	2.512852	4.663942	6.061624	6.234125	9.555256	3.00626	3.911079
Serine/threonine-protein kinase PknA	2.411301	13.74324	2.9852429	3.3942294	4.2187954	4.624107	8.837733	6.942645	12.904297	4.889956	3.7736898	4.56474	16.205944	8.68583	4.7582392	8.9059821	5.2093074	2.321225	4.3399931	3.889441	3.776238	2.557032	6.7222787	4.278394	1.0167971	0.774869	2.687762	2.611773	3.060314	1.698574	5.350247	3.2385908	4.423751	4.003676	6.7152401
Serine/threonine-protein kinase PknB	106.3433343	175.2645396	170.6073125	190.8252204	172.7885583	173.0643096	200.7646326	182.2920115	186.2178229	157.7162596	175.0545202	202.3205751	209.5801808	191.0816238	141.9542921	213.5061971	195.3042524	146.9690662	128.4607002	178.6689035	107.2678342	143.3005407	181.0841884	183.7111874	150.4076963	184.0412392	188.3548427	209.1045091	203.694234	195.844029	246.7064474	174.1581727	189.0241651	208.8176738	166.9911591
Nitrogen assimilation regulatory protein	8.059136	22.796636	31.2726541	21.8581918	24.642564	32.056511	23.680384	18.960401	17.050707	26.177221	20.1910454	21.714927	35.623456	34.892835	16.464333	26.514721	21.088363	15.514019	17.0810425	18.357745	17.2052444	13.574354	20.088122	28.252145	13.145102	7.9350666	26.230318	15.695437	12.943628	11.252119	21.975899	26.418131	17.666256	15.843022	31.959603
Putative cytochrome bd menaquinol oxidase subunit I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.32275	1.31515	0.0	1.28731	1.31996	0.0	1.47192	0.0	0.68898
putative TonB-dependent receptor	4.643748	3.477453	18.552779	16.663262	15.06372	15.342877	10.57281	7.082921	2.664661	8.077591	9.694893	3.7619054	9.320298	6.698014	8.033573	6.520943	13.986737	9.783863	8.857989	8.114774	7.057988	8.106324	11.052765	4.210725	9.49461	7.9234507	4.75151	5.877524	7.660814	7.361656	11.279965	14.260828	7.099846	15.912341	3.4265963
Glycerol-3-phosphate regulon repressor	10.0602402	11.8868381	7.35544	7.024943	9.7697893	9.828977	27.480541	22.4541152	11.850801	12.232061	12.303431	20.6195907	12.1798518	17.7468284	14.683273	9.284777	13.012953	14.5769819	10.5529706	15.2511012	9.344334	7.8135856	35.501198	17.3668068	15.498134	10.6723632	20.105648	16.9773128	18.644399	7.2795837	15.056815	8.072439	9.934279	6.0100208	7.519608
1%2C4-dihydroxy-2-naphthoate octaprenyltransferase	991.8302098	924.2892102	710.2783645	747.1227837	798.6796732	775.6545824	901.5263226	819.8967938	909.1915173	623.9065289	651.3059655	796.4735337	699.6828384	682.4834272	836.4223311	607.5813447	585.0535354	864.7091168	750.3502723	914.289207	702.5041102	777.7387069	774.2772026	771.7235991	618.5118049	631.6910871	683.5723533	754.0047169	773.3395821	427.31591997	536.9486499	445.959210617	528.1753975	516.30840064	738.2794734
putative S-adenosylmethionine-dependent methyltransferase/MSMEI_2290	82.003599	74.187702	73.8812245	77.1665544	83.2173471	75.4004311	50.786717	52.417312	73.9586569	37.161959	58.3996372	78.545547	59.8899284	75.4791068	38.84662619	74.7367954	53.5739549	50.935542	73.3650531	71.73635011	61.1681786	67.1521251	78.7788129	75.7740891	69.229015	86.3364031	76.2955086	57.1829451	60.1717461	59.138848	67.8245981	60.4496262	64.964235	72.1291372	68.1237286
Pimeloyl-[acyl-carrier protein] methyl ester esterase	103.1919991	124.3679518	66.9085848	60.6199672	78.9764291	87.1356294	115.596348	98.175824	123.792055	68.207479	40.4401701	95.7697539	83.8666448	71.8263231	121.394336	54.5330217	37.818082	114.8472176	83.8148921	140.607757	91.7678888	114.1634181	80.1692689	69.666837	70.5969291	53.2607396	66.1593039	56.806383	48.132674	33.669859	33.4412309	51.892568	46.5197226	36.6427374	70.246066
putative cold shock protein A	129.3212401	131.1603299	99.23846	96.917245	90.8189077	95.1566893	118.4170315	103.5343169	124.4639387	92.4575636	123.8757395	104.53670057	95.0109046	91.5510037	137.3688442	75.3588544	88.5910407	98.0739292	71.1914239	108.0937256	61.4921435	95.36137486	95.9038459	91.3264278	72.864774	87.6152576	114.4337367	91.9883519376	135.46134	67.65859009	101.6917778	70.47881	100.2786324	90.3857153	62.14959
Aldose sugar dehydrogenase YliI	264.402374	323.3605944	270.169978	254.5634163	284.4607526	290.8418664	264.3237354	278.6255149	325.8022205	288.6723063	287.4574998	330.1488629	287.464694	274.6778433	327.0840588	281.5965087	304.2190952	289.7801998	241.9571874	294.2988736	249.4056892	291.6417623	267.2038578	279.1721635	342.579697	324.3787496	308.8904928	330.6069363	322.3801924	220.4184862	287.6282169	223.3027144	313.4361418	277.44818475	317.7186373
HTH-type transcriptional regulator RutR	12.440756	31.201059	31.274099	38.62404	40.894898	32.296811	23.84884	25.304012	28.24549	25.824364	33.875279	38.170987	59.367677	52.014125	21.810665	39.450374	56.715584	13.811089	26.96882	15.585317	25.571114	18.204514	30.568076	20.340277	27.278773	34.815497	41.605262	40.907222	33.529377	26.306149	58.212848	54.872422	45.02697	56.605373	20.044925
Putative acetyltransferase	162.1973942	225.5358889	185.0913174	269.2984787	194.1938431	204.0227625	172.1020718	145.0028897	230.5962311	172.5847158	117.4484719	208.01367	235.8502565	189.9205417	139.9031855	166.4253498	150.7036434	127.8172148	150.5945089	170.8858034	130.664568	106.6012178	206.2427382	228.9489683	108.5425934	119.6281265	139.3909724	164.048243	157.4907308	109.1462417	160.4950027	110.6414121	140.1884456	167.2167643	122.3766828
putative nicotinate-nucleotide pyrophosphorylase [carboxylating]	266.1486331	159.1831581	158.8445742	137.5266259	169.3981784	177.4684788	187.1043593	211.200404	166.3249795	124.9186757	123.7825878	202.626337	132.1173939	159.4294007	175.4811348	114.4888849	131.9015015	164.9046302	151.9309442	184.6361286	149.4811935	180.484437	168.6011142	164.9883059	101.339366	142.253818	148.0688978	177.1971133	156.6210477	105.9841778	84.4011189	90.5655989	114.845763	89.6531807	142.9515591
NADH pyrophosphatase	335.1216931	292.3412934	227.3472561	279.681456	206.6002374	263.1830031	284.6602049	224.535377	306.398927	150.052863	94.4397128	242.113763	229.251356	194.3468149	268.2011373	140.3213083	140.072661183	289.308012	167.908925	283.9563203	158.1418781	242.7705769	203.9946558	258.675324	134.2928602	139.0147055	148.3058432	133.7635016	131.1907481	89.3777428	109.8938106	120.404477	113.6407133	125.6361782	218.5158098
2-hydroxymuconic semialdehyde dehydrogenase	1.00673	1.612713	0.0	1.01627	1.353589	1.149506	0.624108	0.896715	0.348005	2.405274	0.947465	0.0	0.0	0.0	0.0	2.543	1.19582	0.38531	4.749867	5.748107	0.633955	1.028201	0.77171	0.0	3.182661	1.58883	1.839015	3.06013	0.281822	0.391786	2.764341	1.02699	2.958287	1.85199	3.457109
4-hydroxythreonine-4-phosphate dehydrogenase	4.636693	7.3054135	4.204409	2.424648	4.260512	3.9976907	8.152968	9.395606	5.3702906	1.858061	4.634578	3.365936	6.984989	4.97731	3.156813	5.278505	6.25454	1.9977034	1.5421307	6.067067	1.878508	1.6109683	7.062826	3.372494	1.05353	17.259581	2.643119	5.419882	16.193271	4.20328	13.039452	4.299368	7.461809	9.479152	0.780547
Sec-independent protein translocase protein TatCd	0.470976	5.17586	0.0	0.0	1.78798	0.182221	0.604187	0.89574	2.10835	1.608224	0.224063	0.728648	3.16961	2.781902	1.14481	0.561049	1.974592	0.529109	0.128862	1.07024	1.41256	0.221908	1.49337	1.66017	1.46241	0.26247	0.152885	0.300205	0.39602	2.713042	0.0	0.236759	0.0	0.0	0.161103
2%2C2-dialkylglycine decarboxylase	1.14917	0.0	0.0	1.20278	3.44325	0.0	3.49138	2.90603	0.0	0.0	0.0	0.873151	1.70681	2.52085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.687499	0.390807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.08011	1.84393	0.0	1.6756
Sec-independent protein translocase protein TatCy	246.6114813	150.3486171	187.955456	187.5043527	213.7018141	208.3957928	187.368876	198.9235981	177.8522724	217.3253253	251.93449879	165.684772	194.5998132	223.911896	188.6188321	238.87126273	210.2396684	253.1023941	227.8401567	250.7978932	217.3321521	272.53145	172.2690743	214.8703598	226.606937	232.4712717	240.2204284	198.605503	237.9403192	235.54404872	235.66917681	218.0727412	216.5394601	208.9246071	178.2845954
Carbon monoxide dehydrogenase small chain	348.9618297	369.9024671	334.9568311	329.7558038	291.5693403	270.0022089	376.5952687	344.0254661	360.3211298	257.9984199	316.4504009	345.2734354	332.6793491	303.8342201	340.3744003	255.3812479	234.3575124	292.3353621	221.6931145	365.024345	213.0386732	245.3123759	273.8057736	329.5672055	258.3712543	246.7218502	242.5230155	301.2213208	318.0372233	184.3126713	203.6839753	196.5539694	251.4797719	237.6213308	401.7446224
3-hydroxy-D-aspartate aldolase	3.5380618	2.329732	10.1774524	8.4608979	8.300853	4.5271536	4.0458081	3.2409445	4.301137	6.7728467	7.3860201	6.652702	5.9577198	8.338227	6.6867252	6.667357	8.5612577	12.4115027	4.903509	8.0117738	6.089312	9.9342154	18.114692	7.4278	5.376823	6.994006	6.735578	6.021155	6.280363	7.6835482	6.1826531	6.467682	8.0028122	8.591432	4.672528
Murein tetrapeptide carboxypeptidase	4.80212	0.767383	9.51464	13.685	13.750674	15.645627	3.767548	4.579482	2.271344	4.830659	1.720879	3.456773	10.001289	10.242539	0.962354	10.68691	6.310801	8.79194	3.732857	9.83805	3.851588	3.911071	7.805748	4.526398	6.438305	13.285172	2.5813	1.81587	9.76618	6.74813	4.28008	8.03725	2.289979	1.275532	9.85663
Electron transport complex subunit RnfC	0.5035035	7.282348	2.0069732	0.1238613	0.2535175	0.4161764	5.712242	5.895525	6.9727355	2.375976	3.7535795	4.329286	2.8428	2.8242841	5.0451054	4.357938	4.18862	1.7560945	2.788337	0.5267227	3.8235039	0.6060173	3.8869417	4.265577	3.448935	14.2324791	18.390702	5.7598991	14.736003	5.8658555	9.180918	2.830129	8.27524	5.0739584	4.1546277
Electron transport complex subunit RnfE	0.0	0.03245	0.229738	0.0	0.01755	0.0	0.0178604	0.0	0.0356718	0.085973	0.0249299	0.0	0.357743	0.0407405	0.0	6.4021	2.35127	0.0191317	0.264291	0.0	0.0982394	0.0	0.178218	0.0166008	0.509045	1.43373	0.452841	0.394382	1.64698	0.573495	2.5099	0.154945	6.23543	0.702118	0.0710029
tRNA-Cys(aca)	3.1201	0.0	5.02572	3.62209	5.31232	3.937	0.0	0.0	0.0	0.0	1.34074	0.0	0.0	0.409013	0.0	0.786213	0.338543	7.81246	0.0	7.00336	0.251142	11.61205	0.220377	0.0	3.70831	1.38059	6.36031	3.852631	4.76095	4.6221	2.425965	5.11158	1.1454	3.19625	0.290627
8-amino-3%2C8-dideoxy-manno-octulosonate cytidylyltransferase	14.9182354	27.0835922	32.8003559	31.3687693	28.7002405	30.2642406	44.988594	47.5600934	26.042982	30.0270443	26.5655695	32.7257294	30.8642593	34.0254394	25.276415	21.8898497	9.106833	15.0870543	15.0892301	15.6306525	16.0802061	19.8236753	21.4226884	35.472066	23.1731855	26.971783	18.0895182	25.6584976	26.9828428	15.2852911	16.1814892	17.573541	20.182584	14.2637256	27.4421521
